opencascade 1:7.8.1-3
opencore-amr 0.1.6-2
openexr 3.3.2-1
openh264 2.5.0-1
openjpeg2 2.5.3-1
openmpi 5.0.6-2
openpmix 5.0.5-1
openrgb 0.9-4
openssh 9.9p1-2
openssl 3.4.0-1
openucx 1.17.0-3
openvdb 11.0.0-6
openxr 1.1.43-1
opus 1.5.2-1
orc 0.4.40-1
orca-slicer 2.2.0-1
orca-slicer-debug 2.2.0-1
os-prober 1.81-2
osinfo-db 20240701-1
ostree 2024.10-1
oxygen 6.2.4-1
oxygen-sounds 6.2.4-1
p11-kit 0.25.5-1
p8-platform 2.1.0.1-5
pacman 7.0.0.r6.gc685ae6-1
pacman-mirrorlist 20240717-1
pahole 1:1.28-3
pam 1.7.0-1
pambase 20230918-2
pango 1:1.54.0-1
pangomm 2.46.4-1
parted 3.6-2
patch 2.7.6-10
pciutils 3.13.0-2
pcre 8.45-4
pcre2 10.44-1
pcsclite 2.3.1-1
perl 5.40.0-1
perl-clone 0.47-1
perl-encode-locale 1.05-13
perl-error 0.17029-7
perl-file-listing 6.16-4
perl-html-parser 3.83-1
perl-html-tagset 3.24-2
perl-http-cookiejar 0.014-3
perl-http-cookies 6.11-2
perl-http-daemon 6.16-4
perl-http-date 6.06-3
perl-http-message 7.00-1
perl-http-negotiate 6.01-14
perl-io-html 1.004-6
perl-libwww 6.77-2
perl-lwp-mediatypes 6.04-6
perl-mailtools 2.22-1
perl-net-http 6.23-4
perl-timedate 2.33-7
perl-try-tiny 0.32-2
perl-uri 5.31-1
perl-www-robotrules 6.02-14
perl-xml-parser 2.47-2
phodav 3.0-3
phonon-qt6 4.12.0-4
phonon-qt6-vlc 0.12.0-2
picard 2.12.3-2
pinentry 1.3.1-5
pipewire 1:1.2.7-1
pipewire-audio 1:1.2.7-1
pipewire-pulse 1:1.2.7-1
pipewire-session-manager 1:1.2.7-1
pixman 0.44.2-1
pkgconf 2.3.0-1
pkhex 19.09.19-1
plasma-activities 6.2.4-1
plasma-activities-stats 6.2.4-1
plasma-browser-integration 6.2.4-1
plasma-desktop 6.2.4-1
plasma-disks 6.2.4-1
plasma-firewall 6.2.4-2
plasma-framework5 5.116.0-1
plasma-integration 6.2.4-1
plasma-nm 6.2.4-1
plasma-pa 6.2.4-1
plasma-sdk 6.2.4-1
plasma-systemmonitor 6.2.4-1
plasma-thunderbolt 6.2.4-1
plasma-vault 6.2.4-1
plasma-wayland-protocols 1.15.0-1
plasma-welcome 6.2.4-1
plasma-workspace 6.2.4-1
plasma-workspace-wallpapers 6.2.4-1
plasma5support 6.2.4-1
plymouth 24.004.60-10
plymouth-kcm 6.2.4-1
polkit 125-1
polkit-kde-agent 6.2.4-1
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
poppler 24.12.0-1
poppler-data 0.4.12-2
poppler-glib 24.12.0-1
poppler-qt6 24.12.0-1
popt 1.19-2
portaudio 1:19.7.0-3
powerdevil 6.2.4-1
ppp 2.5.1-1
ppsspp-assets 1.17.1-1
premake 5.0beta3-2
print-manager 1:6.2.4-1
prismlauncher 9.1-1
prison 6.9.0-1
procps-ng 4.0.5-1
protobuf 29.2-1
prrte 3.0.8-1
psmisc 23.7-1
puddletag 2.4.0-1
pugixml 1.14-1
pulse-native-provider 1:1.2.7-1
pulseaudio-qt 1.6.1-1
purpose 6.9.0-1
pyside6 6.8.1.1-2
python 3.13.1-1
python-annotated-types 0.7.0-2
python-anyio 4.7.0-2
python-argcomplete 3.4.0-2
python-asgiref 3.8.1-2
python-async-timeout 4.0.3-6
python-attrs 23.2.0-4
python-autocommand 2.2.2-7
python-babel 2.15.0-2
python-bandcamp-api 0.2.3-2
python-beautifulsoup4 4.12.3-3
python-build 1.2.2-3
python-cairo 1.27.0-2
python-certifi 2024.12.14-1
python-cffi 1.17.1-2
python-charset-normalizer 3.4.1-1
python-click 8.1.7-4
python-colorama 0.4.6-5
python-configobj 5.0.9-4
python-contourpy 1.3.1-2
python-cryptography 44.0.0-1
python-cycler 0.12.1-3
python-dacite 1.8.1-2
python-dateutil 2.9.0-6
python-dbus 1.3.2-5
python-demjson3 3.0.6-2
python-deprecated 1.2.15-2
python-dirty-equals 0.8.0-3
python-discid 1.2.0-10
python-distro 1.9.0-3
python-distutils-extra 2.39-14
python-docutils 1:0.21.2-3
python-dotenv 1.0.1-3
python-evdev 1.7.1-2
python-fastapi 0.115.6-5
python-fasteners 0.19-4
python-fastjsonschema 2.21.1-1
python-filelock 3.16.1-2
python-fonttools 4.55.3-2
python-gitdb 1:4.0.11-4
python-gitpython 3.1.43-2
python-gobject 3.50.0-2
python-h11 0.14.0-6
python-html5lib 1.1-15
python-httptools 0.6.1-3
python-idna 3.10-2
python-imagesize 1.4.1-6
python-inflect 7.5.0-1
python-iniconfig 2.0.0-6
python-installer 0.7.0-10
python-jaconv 0.3.4-3
python-jaraco.collections 5.0.1-2
python-jaraco.context 5.3.0-3
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-jinja 1:3.1.5-1
python-kiwisolver 1.4.5-5
python-lark-parser 1.2.2-3
python-lxml 5.3.0-2
python-markdown 3.7-2
python-markdown-it-py 3.0.0-4
python-markupsafe 2.1.5-3
python-matplotlib 3.9.3-2
python-mdurl 0.1.2-8
python-more-itertools 10.5.0-1
python-mutagen 1.47.0-3
python-numpy 2.2.1-2
python-ordered-set 4.1.0-7
python-packaging 24.2-3
python-pillow 11.0.0-3
python-pip 24.3.1-3
python-pipx 1.7.1-2
python-pivy 1:0.6.9-1
python-platformdirs 4.3.6-2
python-pluggy 1.5.0-3
python-ply 3.11-14
python-poetry-core 1.9.1-1
python-psutil 6.1.1-1
python-pycparser 2.22-3
python-pydantic 2.10.4-1
python-pydantic-core 1:2.27.2-1
python-pydantic-extra-types 2.10.1-1
python-pydantic-settings 2.7.0-1
python-pygdbmi 0.11.0.0-5
python-pygments 2.18.0-3
python-pyjwt 2.9.0-2
python-pykakasi 2.3.0-2
python-pyparsing 3.1.2-3
python-pyproject-hooks 1.2.0-3
python-pyqt5 5.15.11-2
python-pyqt5-sip 12.16.1-2
python-pytest 1:8.3.4-1
python-pytest-asyncio 0.24.0-2
python-pytest-mock 3.14.0-2
python-pytube 15.0.0-4
python-pytz 2024.2-2
python-pyudev 0.24.3-2
python-rapidfuzz 3.11.0-1
python-redis 5.2.1-1
python-requests 2.32.3-4
python-rich 13.9.4-3
python-sentry_sdk 2.19.2-3
python-setuptools 1:75.2.0-4
python-setuptools-scm 8.1.0-3
python-six 1.16.0-10
python-slugify 8.0.4-3
python-smmap 1:6.0.0-2
python-sniffio 1.3.1-4
python-snowballstemmer 2.2.0-7
python-soundcloud-v2 1.6.0-1
python-soupsieve 2.6-2
python-sphinx 8.1.3-2
python-sphinx-alabaster-theme 1.0.0-4
python-sphinxcontrib-applehelp 2.0.0-3
python-sphinxcontrib-devhelp 2.0.0-4
python-sphinxcontrib-htmlhelp 2.1.0-3
python-sphinxcontrib-jsmath 1.0.1-19
python-sphinxcontrib-qthelp 2.0.0-3
python-sphinxcontrib-serializinghtml 2.0.0-3
python-spotipy 2.24.0-1
python-starlette 0.45.1-1
python-syncedlyrics 1.0.1-1
python-text-unidecode 1.3-12
python-tomli 2.0.1-5
python-tqdm 4.67.1-2
python-trove-classifiers 2024.10.21.16-3
python-typeguard 4.4.1-1
python-typing_extensions 4.12.2-3
python-uc-micro-py 1.0.3-3
python-unidecode 1.3.8-4
python-urllib3 1.26.20-4
python-userpath 1.9.2-3
python-uvloop 0.21.0-2
python-validate-pyproject 0.22-2
python-webencodings 0.5.1-12
python-websockets 12.0-3
python-wheel 0.45.0-3
python-wrapt 1.16.0-4
python-xlib 0.33-4
python-yaml 6.0.2-2
python-ytmusicapi 1.9.0-2
qbittorrent 5.0.3-1
qca-qt5 2.3.9-3
qca-qt6 2.3.9-3
qcoro 0.11.0-1
qemu-audio-alsa 9.2.0-1
qemu-audio-dbus 9.2.0-1
qemu-audio-jack 9.2.0-1
qemu-audio-oss 9.2.0-1
qemu-audio-pa 9.2.0-1
qemu-audio-pipewire 9.2.0-1
qemu-audio-sdl 9.2.0-1
qemu-audio-spice 9.2.0-1
qemu-base 9.2.0-1
qemu-block-curl 9.2.0-1
qemu-block-dmg 9.2.0-1
qemu-block-gluster 9.2.0-1
qemu-block-iscsi 9.2.0-1
qemu-block-nfs 9.2.0-1
qemu-block-ssh 9.2.0-1
qemu-chardev-baum 9.2.0-1
qemu-chardev-spice 9.2.0-1
qemu-common 9.2.0-1
qemu-desktop 9.2.0-1
qemu-docs 9.2.0-1
qemu-emulators-full 9.2.0-1
qemu-full 9.2.0-1
qemu-hw-display-qxl 9.2.0-1
qemu-hw-display-virtio-gpu 9.2.0-1
qemu-hw-display-virtio-gpu-gl 9.2.0-1
qemu-hw-display-virtio-gpu-pci 9.2.0-1
qemu-hw-display-virtio-gpu-pci-gl 9.2.0-1
qemu-hw-display-virtio-vga 9.2.0-1
qemu-hw-display-virtio-vga-gl 9.2.0-1
qemu-hw-s390x-virtio-gpu-ccw 9.2.0-1
qemu-hw-usb-host 9.2.0-1
qemu-hw-usb-redirect 9.2.0-1
qemu-hw-usb-smartcard 9.2.0-1
qemu-img 9.2.0-1
qemu-pr-helper 9.2.0-1
qemu-system-aarch64 9.2.0-1
qemu-system-alpha 9.2.0-1
qemu-system-alpha-firmware 9.2.0-1
qemu-system-arm 9.2.0-1
qemu-system-arm-firmware 9.2.0-1
qemu-system-avr 9.2.0-1
qemu-system-hppa 9.2.0-1
qemu-system-hppa-firmware 9.2.0-1
qemu-system-loongarch64 9.2.0-1
qemu-system-m68k 9.2.0-1
qemu-system-microblaze 9.2.0-1
qemu-system-microblaze-firmware 9.2.0-1
qemu-system-mips 9.2.0-1
qemu-system-or1k 9.2.0-1
qemu-system-ppc 9.2.0-1
qemu-system-ppc-firmware 9.2.0-1
qemu-system-riscv 9.2.0-1
qemu-system-riscv-firmware 9.2.0-1
qemu-system-rx 9.2.0-1
qemu-system-s390x 9.2.0-1
qemu-system-s390x-firmware 9.2.0-1
qemu-system-sh4 9.2.0-1
qemu-system-sparc 9.2.0-1
qemu-system-sparc-firmware 9.2.0-1
qemu-system-tricore 9.2.0-1
qemu-system-x86 9.2.0-1
qemu-system-x86-firmware 9.2.0-1
qemu-system-xtensa 9.2.0-1
qemu-tests 9.2.0-1
qemu-tools 9.2.0-1
qemu-ui-curses 9.2.0-1
qemu-ui-dbus 9.2.0-1
qemu-ui-egl-headless 9.2.0-1
qemu-ui-gtk 9.2.0-1
qemu-ui-opengl 9.2.0-1
qemu-ui-sdl 9.2.0-1
qemu-ui-spice-app 9.2.0-1
qemu-ui-spice-core 9.2.0-1
qemu-user 9.2.0-1
qemu-vhost-user-gpu 9.2.0-1
qemu-vmsr-helper 9.2.0-1
qhull 2020.2-5
qqc2-breeze-style 6.2.4-1
qqc2-desktop-style 6.9.0-1
qrencode 4.1.1-3
qt5-base 5.15.16+kde+r130-3
qt5-declarative 5.15.16+kde+r22-3
qt5-graphicaleffects 5.15.16-3
qt5-location 5.15.16+kde+r7-3
qt5-multimedia 5.15.16+kde+r2-3
qt5-quickcontrols 5.15.16-3
qt5-quickcontrols2 5.15.16+kde+r5-3
qt5-speech 5.15.16+kde+r1-3
qt5-svg 5.15.16+kde+r5-3
qt5-tools 5.15.16+kde+r3-3
qt5-translations 5.15.16-3
qt5-virtualkeyboard 5.15.16-3
qt5-wayland 5.15.16+kde+r59-3
qt5-webchannel 5.15.16+kde+r3-3
qt5-webengine 5.15.18-5
qt5-x11extras 5.15.16-3
qt6-5compat 6.8.1-1
qt6-base 6.8.1-1
qt6-connectivity 6.8.1-1
qt6-declarative 6.8.1-1
qt6-imageformats 6.8.1-1
qt6-multimedia 6.8.1-2
qt6-multimedia-ffmpeg 6.8.1-2
qt6-networkauth 6.8.1-1
qt6-positioning 6.8.1-1
qt6-quick3d 6.8.1-1
qt6-quicktimeline 6.8.1-1
qt6-scxml 6.8.1-1
qt6-sensors 6.8.1-1
qt6-shadertools 6.8.1-1
qt6-speech 6.8.1-1
qt6-svg 6.8.1-1
qt6-tools 6.8.1-1
qt6-translations 6.8.1-1
qt6-virtualkeyboard 6.8.1-1
qt6-wayland 6.8.1-1
qt6-webchannel 6.8.1-1
qt6-webengine 6.8.1-1
qt6-websockets 6.8.1-1
qt6-webview 6.8.1-1
qtkeychain-qt6 0.14.3-1
quazip-qt6 1.4-1
raptor 2.0.16-5
rav1e 0.7.1-1
re2 1:20240702-2
readline 8.2.013-1
reflector 2023-3
retroarch 1.19.1-3
retroarch-assets-glui 1:516-1
retroarch-assets-ozone 1:516-1
retroarch-assets-xmb 1:516-1
rgbds 0.8.0-1
rhash 1.4.4-1
ripgrep 14.1.1-1
ripgrep-all 0.10.6-3
rnnoise 1:0.2-1
rofi 1.7.5-3
rpcbind 1.2.7-1
rpi-imager 1.9.0-3
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
ruby 3.3.5-2
ruby-bundled-gems 3.3.5-2
ruby-bundler 2.6.0-1
ruby-debug 1.9.1-1
ruby-default-gems 3.3.5-2
ruby-erb 4.0.4-6
ruby-irb 1.13.1-2
ruby-matrix 0.4.2-2
ruby-minitest 5.22.3-2
ruby-net-ftp 0.3.5-3
ruby-net-imap 0.4.12-3
ruby-net-pop 0.1.2-3
ruby-net-smtp 0.5.0-3
ruby-power_assert 2.0.4-1
ruby-prime 0.1.2-2
ruby-racc 1.7.3-1
ruby-rake 13.1.0-1
ruby-rbs 3.4.4-3
ruby-rdoc 6.6.3.1-2
ruby-rexml 3.3.9-1
ruby-rss 0.3.1-2
ruby-stdlib 3.3.5-2
ruby-test-unit 3.6.2-3
ruby-typeprof 0.21.9-1
rubygems 3.5.16-1
rust 1:1.83.0-1
sameboy 0.16.7-1
sameboy-debug 0.16.7-1
sbc 2.0-2
sddm 0.21.0-4
sddm-kcm 6.2.4-1
sdl12-compat 1.2.68-2
sdl2 2.30.10-1
sdl2_image 2.8.2-6
seabios 1.16.3-1
seatd 0.9.1-1
sed 4.9-3
semver 7.6.3-1
serd 0.32.2-1
sfml 2.6.2-1
shaderc 2024.3-2
shaderc-non-semantic-debug 2024.1-1
shaderc-non-semantic-debug-debug 2024.1-1
shadow 4.16.0-1
shared-mime-info 2.4-1
shiboken6 6.8.1.1-2
signon-kwallet-extension 24.12.0-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
slang 2.3.3-3
smartmontools 7.4-2
smbclient 2:4.21.2-3
smplayer 24.5.0-1
snappy 1.2.1-2
socat 1.8.0.1-1
solaar 1.1.14-1
solid 6.9.1-2
solid5 5.116.0-1
sonnet 6.9.0-1
sonnet5 5.116.0-1
soqt 1.6.1-2
sord 0.16.16-1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1
source-highlight 3.1.9-13
spandsp 0.0.6-5
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.15.2-1
spice-gtk 0.42-4
spice-protocol 0.14.4-2
spirv-headers 1:1.3.296.0-1
spirv-tools 2024.4.rc1-1
spotdl 4.2.10-1
sqlite 3.47.2-1
sratom 0.6.16-1
srt 1.5.4-1
startup-notification 0.12-8
steam 1.0.0.81-2
sudo 1.9.16.p2-2
suitesparse 7.8.3-1
svt-av1 2.2.1-1
svt-hevc 1.5.1-3
syndication 6.9.0-1
syndication5 5.116.0-1
syntax-highlighting 6.9.0-1
systemd 257.1-1
systemd-libs 257.1-1
systemd-sysvcompat 257.1-1
systemsettings 6.2.4-1
taglib 2.0.2-1
talloc 2.4.2-4
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.12-2
telegram-desktop 5.9.0-3
tevent 1:0.16.1-4
texinfo 7.1.1-1
tinysparql 3.8.2-2
tk 8.6.16-1
tomlplusplus 3.4.0-1
totem-pl-parser 3.26.6+r30+g51b8439-1
tpm2-tss 4.1.3-1
tslib 1.23-1
ttf-hack 3.003-7
ttf-harmonyos-sans 2024.06.19-1
ttf-liberation 2.1.5-2
twolame 0.4.0-4
tzdata 2024b-2
uchardet 0.0.8-3
udisks2 2.10.1-5
unrar 1:7.1.2-1
unzip 6.0-21
upower 1.90.6-1
usbmuxd 1.1.1-4
usbredir 0.14.0-1
usbutils 018-1
uthash 2.3.0-2
util-linux 2.40.2-2
util-linux-libs 2.40.2-2
uvicorn 0.34.0-1
v4l-utils 1.28.1-2
vapoursynth R70-2
vde2 2.3.3-5
verdict 1.4.2-1
vid.stab 1.1.1-2
virglrenderer 1.0.1-2
virt-install 5.0.0-1
virt-manager 5.0.0-1
virtiofsd 1.13.0-1
virtualbox 7.1.4-4
virtualbox-guest-iso 7.1.4-1
virtualbox-host-modules-arch 7.1.4-19
vlc 3.0.21-11
vmaf 3.0.0-1
volume_key 0.3.12-10
vscodium 1.95.3.24321-1
vte-common 0.78.2-1
vte3 0.78.2-1
vtk 9.4.1-1
vulkan-headers 1:1.4.303-1
vulkan-icd-loader 1.4.303-1
vulkan-radeon 1:24.3.2-1
vulkan-tools 1.4.303-2
wacomtablet 6.2.4-1
wasi-compiler-rt 18.1.8-2
wasi-libc 1:0+410+574b88da-1
wasi-libc++ 18.1.8-4
wasi-libc++abi 18.1.8-4
wavpack 5.7.0-1
wayland 1.23.1-1
wayland-protocols 1.39-1
wayland-utils 1.2.0-2
webkit2gtk 2.46.5-1
webkitgtk-6.0 2.46.5-1
webrtc-audio-processing-1 1.3-3
weston 14.0.0-2
wget 1.25.0-1
which 2.21-6
wildmidi 0.4.6-1
wimlib 1.14.4-1
wine 9.22-1
wireplumber 0.5.7-1
woeusb 5.2.4-1
woff2 1.0.2-5
wolfssl 5.7.4-1
wpa_supplicant 2:2.11-2
wpebackend-fdo 1.14.3-1
x264 3:0.164.r3108.31e19f9-2
x265 4.0-1
xapian-core 1:1.4.25-1
xapp 2.8.7-2
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-3
xclip 0.13-6
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.18.4-2
xdg-desktop-portal-gnome 47.1-2
xdg-desktop-portal-gtk 1.15.1-2
xdg-desktop-portal-kde 6.2.4-1
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.11-3
xdg-utils 1.2.1-1
xenia-git r6950.3d30b2eec-2
xenia-git-debug r6950.3d30b2eec-2
xerces-c 3.2.5-2
xf86-input-libinput 1.5.0-1
xf86-input-wacom 1.2.2-1
xf86-video-vesa 2.6.0-2
xfburn 0.7.2-3
xfce4-panel 4.20.0-4
xfce4-screenshooter 1.11.1-3
xfconf 4.20.0-2
xkeyboard-config 2.43-1
xorg-bdftopcf 1.1.2-1
xorg-docs 1.7.3-2
xorg-font-util 1.4.1-2
xorg-fonts-100dpi 1.0.4-3
xorg-fonts-75dpi 1.0.4-2
xorg-fonts-alias-100dpi 1.0.5-1
xorg-fonts-alias-75dpi 1.0.5-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.15-1
xorg-server-common 21.1.15-1
xorg-server-devel 21.1.15-1
xorg-server-xephyr 21.1.15-1
xorg-server-xnest 21.1.15-1
xorg-server-xvfb 21.1.15-1
xorg-sessreg 1.1.3-2
xorg-setxkbmap 1.3.4-2
xorg-smproxy 1.0.7-2
xorg-util-macros 1.20.2-1
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.3-1
xorg-xbacklight 1.2.4-1
xorg-xcmsdb 1.0.7-1
xorg-xcursorgen 1.0.8-2
xorg-xdpyinfo 1.3.4-2
xorg-xdriinfo 1.0.7-2
xorg-xev 1.2.6-1
xorg-xgamma 1.0.7-2
xorg-xhost 1.0.9-2
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.6-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-2
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.5-2
xorg-xmessage 1.0.7-1
xorg-xmodmap 1.0.11-2
xorg-xpr 1.2.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xvinfo 1.1.5-2
xorg-xwayland 24.1.4-1
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.7-1
xorgproto 2024.1-2
xsettingsd 1.0.2-2
xvidcore 1.3.7-3
xwayland-run-git 0.0.4.r4.g3d0a384-1
xxhash 0.8.2-1
xz 5.6.3-1
yaml-cpp 0.8.0-2
yarn 1.22.22-2
yasm 1.3.0-7
yay 12.4.2-1
yay-debug 12.4.2-1
yt-dlp 2024.12.23-1
zbar 0.23.93-4
zenity 4.0.3-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.4.2-2
zlib 1:1.3.1-2
zstd 1.5.6-1
zvbi 0.2.42-1
zxing-cpp 2.2.1-1
